inputs,prediction,error_message,correct_solution,score,input_tokens,output_tokens,total_tokens,calls
"Write a function to perform index wise multiplication of tuple elements in the given two tuples.

def index_multiplication(test_tup1, test_tup2):
","def index_multiplication(test_tup1, test_tup2):
    return tuple((test_tup1[i] * test_tup2[i] for i in range(len(test_tup1))))
def index_multiplication(test_tup1, test_tup2):
    return tuple(map(lambda x, y: x * y, test_tup1, test_tup2))
def index_multiplication(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append(test_tup1[i] * test_tup2[i])
    return tuple(result)
def index_multiplication(test_tup1, test_tup2):
    return tuple(map(lambda x, y: x * y, test_tup1, test_tup2))
","TypeError: can't multiply sequence by non-int of type 'tuple'
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 106, in check_solution
    result = self.run_with_timeout(check, 15)
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 74, in run_with_timeout
    raise result[0]  # 重新抛出捕获的异常
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 44, in target
    result.append(func())  # 执行函数并保存结果
  File ""<string>"", line 2, in check
  File ""<string>"", line 11, in index_multiplication
  File ""<string>"", line 11, in <lambda>
TypeError: can't multiply sequence by non-int of type 'tuple'

Solution:
def index_multiplication(test_tup1, test_tup2):
    return tuple((test_tup1[i] * test_tup2[i] for i in range(len(test_tup1))))
def index_multiplication(test_tup1, test_tup2):
    return tuple(map(lambda x, y: x * y, test_tup1, test_tup2))
def index_multiplication(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append(test_tup1[i] * test_tup2[i])
    return tuple(result)
def index_multiplication(test_tup1, test_tup2):
    return tuple(map(lambda x, y: x * y, test_tup1, test_tup2))
Test Code:
def check():
    assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))
    assert index_multiplication(((2, 4), (5, 6), (3, 10), (2, 11)),((7, 8), (4, 10), (2, 2), (8, 4)) ) == ((14, 32), (20, 60), (6, 20), (16, 44))
    assert index_multiplication(((3, 5), (6, 7), (4, 11), (3, 12)),((8, 9), (5, 11), (3, 3), (9, 5)) ) == ((24, 45), (30, 77), (12, 33), (27, 60))

","def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) 
",0.0,307,309,616,1
"Write a python function to count the number of pairs whose sum is equal to ‘sum’. The funtion gets as input a list of numbers and the sum,

def get_pairs_count(arr, sum):
","def get_pairs_count(arr, sum):
    count = 0
    n = len(arr)
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] + arr[j] == sum:
                count += 1
    return count
def get_pairs_count(arr, sum):
    count = 0
    num_map = {}
    for num in arr:
        complement = sum - num
        if complement in num_map:
            count += num_map[complement]
        if num in num_map:
            num_map[num] += 1
        else:
            num_map[num] = 1
    return count
def get_pairs_count(arr, sum):
    arr.sort()
    count = 0
    (left, right) = (0, len(arr) - 1)
    while left < right:
        current_sum = arr[left] + arr[right]
        if current_sum == sum:
            count += 1
            left += 1
            right -= 1
        elif current_sum < sum:
            left += 1
        else:
            right -= 1
    return count
","AssertionError: 
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 106, in check_solution
    result = self.run_with_timeout(check, 15)
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 74, in run_with_timeout
    raise result[0]  # 重新抛出捕获的异常
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 44, in target
    result.append(func())  # 执行函数并保存结果
  File ""<string>"", line 2, in check
AssertionError

Solution:
def get_pairs_count(arr, sum):
    count = 0
    n = len(arr)
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] + arr[j] == sum:
                count += 1
    return count
def get_pairs_count(arr, sum):
    count = 0
    num_map = {}
    for num in arr:
        complement = sum - num
        if complement in num_map:
            count += num_map[complement]
        if num in num_map:
            num_map[num] += 1
        else:
            num_map[num] = 1
    return count
def get_pairs_count(arr, sum):
    arr.sort()
    count = 0
    (left, right) = (0, len(arr) - 1)
    while left < right:
        current_sum = arr[left] + arr[right]
        if current_sum == sum:
            count += 1
            left += 1
            right -= 1
        elif current_sum < sum:
            left += 1
        else:
            right -= 1
    return count
Test Code:
def check():
    assert get_pairs_count([1,1,1,1],2) == 6
    assert get_pairs_count([1,5,7,-1,5],6) == 3
    assert get_pairs_count([1,-2,3],1) == 1
    assert get_pairs_count([-1,-2,3],-3) == 1

","def get_pairs_count(arr, sum):
    count = 0  
    for i in range(len(arr)):
        for j in range(i + 1,len(arr)):
            if arr[i] + arr[j] == sum:
                count += 1
    return count
",0.0,315,474,789,1
"Write a python function to find the sum of all odd natural numbers within the range l and r.

def sum_in_range(l,r): 
","def sum_in_range(l, r):
    if l % 2 == 0:
        l += 1
    if r % 2 == 0:
        r -= 1
    n = (r - l) // 2 + 1
    return n * (l + r) // 2
","The solution passed all test cases.
","def sum_odd(n): 
    terms = (n + 1)//2
    sum1 = terms * terms 
    return sum1  
def sum_in_range(l,r): 
    return sum_odd(r) - sum_odd(l - 1)
",1.0,303,447,750,1
"Write a function to find the maximum value in a given heterogeneous list.

def max_val(listval):
","def max_val_iterative(listval):
    max_value = None
    for item in listval:
        if isinstance(item, (int, float)):
            if max_value is None or item > max_value:
                max_value = item
    return max_value
def max_val_builtin(listval):
    return max((item for item in listval if isinstance(item, (int, float))), default=None)
def max_val_recursive(listval):

    def helper(lst, current_max):
        if not lst:
            return current_max
        item = lst[0]
        if isinstance(item, (int, float)):
            current_max = item if current_max is None else max(current_max, item)
        return helper(lst[1:], current_max)
    return helper(listval, None)
def max_val(listval):
    return max((item for item in listval if isinstance(item, (int, float))), default=None)
","The solution passed all test cases.
","def max_val(listval):
     max_val = max(i for i in listval if isinstance(i, int)) 
     return(max_val)
",1.0,295,330,625,1
"Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.

def split_two_parts(list1, L):
","from itertools import islice
def split_two_parts(list1, L):
    return (list1[:L], list1[L:])
def split_two_parts(list1, L):
    part1 = []
    part2 = []
    for i in range(len(list1)):
        if i < L:
            part1.append(list1[i])
        else:
            part2.append(list1[i])
    return (part1, part2)
def split_two_parts(list1, L):
    part1 = list(islice(list1, L))
    part2 = list(islice(list1, L, None))
    return (part1, part2)
def split_two_parts(list1, L):
    return (list1[:L], list1[L:])
","The solution passed all test cases.
","def split_two_parts(list1, L):
    return list1[:L], list1[L:]
",1.0,326,273,599,1
"Write a function to create the next bigger number by rearranging the digits of a given number.

def rearrange_bigger(n):
","def rearrange_bigger(n):
    digits = list(str(n))
    length = len(digits)
    i = length - 2
    while i >= 0 and digits[i] >= digits[i + 1]:
        i -= 1
    if i == -1:
        return -1
    j = length - 1
    while digits[j] <= digits[i]:
        j -= 1
    (digits[i], digits[j]) = (digits[j], digits[i])
    digits = digits[:i + 1] + digits[i + 1:][::-1]
    return int(''.join(digits))
def rearrange_bigger(n):
    from itertools import permutations
    digits = list(str(n))
    perms = sorted(set((int(''.join(p)) for p in permutations(digits))))
    for perm in perms:
        if perm > n:
            return perm
    return -1
def rearrange_bigger(n):
    digits = list(str(n))
    length = len(digits)
    for i in range(length - 2, -1, -1):
        if digits[i] < digits[i + 1]:
            break
    else:
        return -1
    for j in range(length - 1, i, -1):
        if digits[j] > digits[i]:
            (digits[i], digits[j]) = (digits[j], digits[i])
            break
    digits = digits[:i + 1] + digits[i + 1:][::-1]
    return int(''.join(digits))
def rearrange_bigger(n):
    digits = list(str(n))
    length = len(digits)
    i = length - 2
    while i >= 0 and digits[i] >= digits[i + 1]:
        i -= 1
    if i == -1:
        return -1
    j = length - 1
    while digits[j] <= digits[i]:
        j -= 1
    (digits[i], digits[j]) = (digits[j], digits[i])
    digits[i + 1:] = reversed(digits[i + 1:])
    return int(''.join(digits))
","AssertionError: 
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 106, in check_solution
    result = self.run_with_timeout(check, 15)
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 74, in run_with_timeout
    raise result[0]  # 重新抛出捕获的异常
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 44, in target
    result.append(func())  # 执行函数并保存结果
  File ""<string>"", line 3, in check
AssertionError

Solution:
def rearrange_bigger(n):
    digits = list(str(n))
    length = len(digits)
    i = length - 2
    while i >= 0 and digits[i] >= digits[i + 1]:
        i -= 1
    if i == -1:
        return -1
    j = length - 1
    while digits[j] <= digits[i]:
        j -= 1
    (digits[i], digits[j]) = (digits[j], digits[i])
    digits = digits[:i + 1] + digits[i + 1:][::-1]
    return int(''.join(digits))
def rearrange_bigger(n):
    from itertools import permutations
    digits = list(str(n))
    perms = sorted(set((int(''.join(p)) for p in permutations(digits))))
    for perm in perms:
        if perm > n:
            return perm
    return -1
def rearrange_bigger(n):
    digits = list(str(n))
    length = len(digits)
    for i in range(length - 2, -1, -1):
        if digits[i] < digits[i + 1]:
            break
    else:
        return -1
    for j in range(length - 1, i, -1):
        if digits[j] > digits[i]:
            (digits[i], digits[j]) = (digits[j], digits[i])
            break
    digits = digits[:i + 1] + digits[i + 1:][::-1]
    return int(''.join(digits))
def rearrange_bigger(n):
    digits = list(str(n))
    length = len(digits)
    i = length - 2
    while i >= 0 and digits[i] >= digits[i + 1]:
        i -= 1
    if i == -1:
        return -1
    j = length - 1
    while digits[j] <= digits[i]:
        j -= 1
    (digits[i], digits[j]) = (digits[j], digits[i])
    digits[i + 1:] = reversed(digits[i + 1:])
    return int(''.join(digits))
Test Code:
def check():
    assert rearrange_bigger(12)==21
    assert rearrange_bigger(10)==False
    assert rearrange_bigger(102)==120

","def rearrange_bigger(n):
    nums = list(str(n))
    for i in range(len(nums)-2,-1,-1):
        if nums[i] < nums[i+1]:
            z = nums[i:]
            y = min(filter(lambda x: x > z[0], z))
            z.remove(y)
            z.sort()
            nums[i:] = [y] + z
            return int("""".join(nums))
    return False
",0.0,301,775,1076,1
"Write a function to replace characters in a string.

def replace_char(str1,ch,newch):
","def replace_char_iterative(str1, ch, newch):
    result = ''
    for char in str1:
        if char == ch:
            result += newch
        else:
            result += char
    return result
def replace_char_recursive(str1, ch, newch):
    if not str1:
        return ''
    return (newch if str1[0] == ch else str1[0]) + replace_char_recursive(str1[1:], ch, newch)
def replace_char_builtin(str1, ch, newch):
    return str1.replace(ch, newch)
","ValueError: Function replace_char is not defined in the solution.
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 97, in check_solution
    raise ValueError(f""Function {entry_point} is not defined in the solution."")
ValueError: Function replace_char is not defined in the solution.

Solution:

Test Code:
def check():
    assert replace_char(""polygon"",'y','l')==(""pollgon"")
    assert replace_char(""character"",'c','a')==(""aharaater"")
    assert replace_char(""python"",'l','a')==(""python"")

","def replace_char(str1,ch,newch):
 str2 = str1.replace(ch, newch)
 return str2
",0.0,294,288,582,1
"Write a function to trim each tuple by k in the given tuple list.

def trim_tuple(test_list, K):
","def trim_tuple(test_list, K):
    return [(x[0] if len(x) > K else x[0], x[1:K]) for x in test_list]
def trim_tuple(test_list, K):
    return list(map(lambda x: (x[0], x[1:K]) if len(x) > K else (x[0], x[1:]), test_list))
def trim_tuple(test_list, K):
    result = []
    for x in test_list:
        if len(x) > K:
            result.append((x[0], x[1:K]))
        else:
            result.append((x[0], x[1:]))
    return result
def trim_tuple(test_list, K):
    return [(x[0], x[1:K]) if len(x) > K else (x[0], x[1:]) for x in test_list]
","AssertionError: 
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 106, in check_solution
    result = self.run_with_timeout(check, 15)
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 74, in run_with_timeout
    raise result[0]  # 重新抛出捕获的异常
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 44, in target
    result.append(func())  # 执行函数并保存结果
  File ""<string>"", line 2, in check
AssertionError

Solution:
def trim_tuple(test_list, K):
    return [(x[0] if len(x) > K else x[0], x[1:K]) for x in test_list]
def trim_tuple(test_list, K):
    return list(map(lambda x: (x[0], x[1:K]) if len(x) > K else (x[0], x[1:]), test_list))
def trim_tuple(test_list, K):
    result = []
    for x in test_list:
        if len(x) > K:
            result.append((x[0], x[1:K]))
        else:
            result.append((x[0], x[1:]))
    return result
def trim_tuple(test_list, K):
    return [(x[0], x[1:K]) if len(x) > K else (x[0], x[1:]) for x in test_list]
Test Code:
def check():
    assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'
    assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]'
    assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4),(4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4), (8, 12), (1, 7), (6, 9)]'

","def trim_tuple(test_list, K):
  res = []
  for ele in test_list:
    N = len(ele)
    res.append(tuple(list(ele)[K: N - K]))
  return (str(res)) 
",0.0,298,323,621,1
"Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.
from collections import Counter 
def check_occurences(test_list):
","from collections import Counter
from collections import defaultdict
def count_occurrences_with_counter(tuples_list):
    return dict(Counter(tuples_list))
def count_occurrences_with_loop(tuples_list):
    occurrences = {}
    for item in tuples_list:
        if item in occurrences:
            occurrences[item] += 1
        else:
            occurrences[item] = 1
    return occurrences
def count_occurrences_with_defaultdict(tuples_list):
    occurrences = defaultdict(int)
    for item in tuples_list:
        occurrences[item] += 1
    return dict(occurrences)
def count_occurrences(tuples_list):
    return dict(Counter(tuples_list))
","ValueError: Function check_occurences is not defined in the solution.
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 97, in check_solution
    raise ValueError(f""Function {entry_point} is not defined in the solution."")
ValueError: Function check_occurences is not defined in the solution.

Solution:
from collections import Counter
from collections import defaultdict
Test Code:
def check():
    assert check_occurences([(3, 1), (1, 3), (2, 5), (5, 2), (6, 3)] ) == {(1, 3): 2, (2, 5): 2, (3, 6): 1}
    assert check_occurences([(4, 2), (2, 4), (3, 6), (6, 3), (7, 4)] ) == {(2, 4): 2, (3, 6): 2, (4, 7): 1}
    assert check_occurences([(13, 2), (11, 23), (12, 25), (25, 12), (16, 23)] ) == {(2, 13): 1, (11, 23): 1, (12, 25): 2, (16, 23): 1}

","from collections import Counter 
def check_occurences(test_list):
  res = dict(Counter(tuple(ele) for ele in map(sorted, test_list)))
  return  (res) 
",0.0,317,272,589,1
"Write a python function to find the next perfect square greater than a given number.
import math  
def next_Perfect_Square(N): 
","import math
def next_Perfect_Square(N):
    return (math.isqrt(N) + 1) ** 2
","The solution passed all test cases.
","import math  
def next_Perfect_Square(N): 
    nextN = math.floor(math.sqrt(N)) + 1
    return nextN * nextN 
",1.0,303,339,642,1
"Write a python function to return the negative numbers in a list.

def neg_nos(list1):
","def neg_nos(list1):
    return [num for num in list1 if num < 0]
def neg_nos(list1):
    return list(filter(lambda x: x < 0, list1))
def neg_nos(list1):
    neg_numbers = []
    for num in list1:
        if num < 0:
            neg_numbers.append(num)
    return neg_numbers
def neg_nos(list1):
    return [num for num in list1 if num < 0]
","The solution passed all test cases.
","def neg_nos(list1):
  out = []
  for num in list1: 
    if num < 0: 
      out.append(num)
  return out 
",1.0,295,243,538,1
"Write a function to sort a given list of strings of numbers numerically. https://www.geeksforgeeks.org/python-sort-numeric-strings-in-a-list/

def sort_numeric_strings(nums_str):
","def sort_numeric_strings(nums_str):
    return sorted(nums_str, key=int)
def sort_numeric_strings(nums_str):
    nums = [int(num) for num in nums_str]
    n = len(nums)
    for i in range(n):
        for j in range(0, n - i - 1):
            if nums[j] > nums[j + 1]:
                (nums[j], nums[j + 1]) = (nums[j + 1], nums[j])
    return [str(num) for num in nums]
def quicksort(arr):
    if len(arr) <= 1:
        return arr
    pivot = int(arr[len(arr) // 2])
    left = [x for x in arr if int(x) < pivot]
    middle = [x for x in arr if int(x) == pivot]
    right = [x for x in arr if int(x) > pivot]
    return quicksort(left) + middle + quicksort(right)
def sort_numeric_strings(nums_str):
    return quicksort(nums_str)
def sort_numeric_strings(nums_str):
    return sorted(nums_str, key=int)
","AssertionError: 
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 106, in check_solution
    result = self.run_with_timeout(check, 15)
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 74, in run_with_timeout
    raise result[0]  # 重新抛出捕获的异常
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 44, in target
    result.append(func())  # 执行函数并保存结果
  File ""<string>"", line 2, in check
AssertionError

Solution:
def sort_numeric_strings(nums_str):
    return sorted(nums_str, key=int)
def sort_numeric_strings(nums_str):
    nums = [int(num) for num in nums_str]
    n = len(nums)
    for i in range(n):
        for j in range(0, n - i - 1):
            if nums[j] > nums[j + 1]:
                (nums[j], nums[j + 1]) = (nums[j + 1], nums[j])
    return [str(num) for num in nums]
def quicksort(arr):
    if len(arr) <= 1:
        return arr
    pivot = int(arr[len(arr) // 2])
    left = [x for x in arr if int(x) < pivot]
    middle = [x for x in arr if int(x) == pivot]
    right = [x for x in arr if int(x) > pivot]
    return quicksort(left) + middle + quicksort(right)
def sort_numeric_strings(nums_str):
    return quicksort(nums_str)
def sort_numeric_strings(nums_str):
    return sorted(nums_str, key=int)
Test Code:
def check():
    assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-500, -12, 0, 4, 7, 12, 45, 100, 200]
    assert sort_numeric_strings(['2','3','8','4','7','9','8','2','6','5','1','6','1','2','3','4','6','9','1','2'])==[1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 8, 9, 9]
    assert sort_numeric_strings(['1','3','5','7','1', '3','13', '15', '17','5', '7 ','9','1', '11'])==[1, 1, 1, 3, 3, 5, 5, 7, 7, 9, 11, 13, 15, 17]

","def sort_numeric_strings(nums_str):
    result = [int(x) for x in nums_str]
    result.sort()
    return result
",0.0,315,369,684,1
"Write a function to remove uneven elements in the nested mixed tuple.

def extract_even(test_tuple): 
","def extract_even(test_tuple):
    result = []
    for item in test_tuple:
        if isinstance(item, tuple):
            result.extend(extract_even(item))
        elif isinstance(item, int) and item % 2 == 0:
            result.append(item)
    return tuple(result)
def extract_even(test_tuple):
    return tuple((item for item in (elem for sub in test_tuple for elem in (sub if isinstance(sub, tuple) else (sub,))) if isinstance(item, int) and item % 2 == 0))
def extract_even(test_tuple):
    stack = list(test_tuple)
    result = []
    while stack:
        item = stack.pop()
        if isinstance(item, tuple):
            stack.extend(item)
        elif isinstance(item, int) and item % 2 == 0:
            result.append(item)
    return tuple(result)
","AssertionError: 
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 106, in check_solution
    result = self.run_with_timeout(check, 15)
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 74, in run_with_timeout
    raise result[0]  # 重新抛出捕获的异常
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 44, in target
    result.append(func())  # 执行函数并保存结果
  File ""<string>"", line 2, in check
AssertionError

Solution:
def extract_even(test_tuple):
    result = []
    for item in test_tuple:
        if isinstance(item, tuple):
            result.extend(extract_even(item))
        elif isinstance(item, int) and item % 2 == 0:
            result.append(item)
    return tuple(result)
def extract_even(test_tuple):
    return tuple((item for item in (elem for sub in test_tuple for elem in (sub if isinstance(sub, tuple) else (sub,))) if isinstance(item, int) and item % 2 == 0))
def extract_even(test_tuple):
    stack = list(test_tuple)
    result = []
    while stack:
        item = stack.pop()
        if isinstance(item, tuple):
            stack.extend(item)
        elif isinstance(item, int) and item % 2 == 0:
            result.append(item)
    return tuple(result)
Test Code:
def check():
    assert extract_even((4, 5, (7, 6, (2, 4)), 6, 8)) == (4, (6, (2, 4)), 6, 8)
    assert extract_even((5, 6, (8, 7, (4, 8)), 7, 9)) == (6, (8, (4, 8)))
    assert extract_even((5, 6, (9, 8, (4, 6)), 8, 10)) == (6, (8, (4, 6)), 8, 10)

","def even_ele(test_tuple, even_fnc): 
	res = tuple() 
	for ele in test_tuple: 
		if isinstance(ele, tuple): 
			res += (even_ele(ele, even_fnc), ) 
		elif even_fnc(ele): 
			res += (ele, ) 
	return res 
def extract_even(test_tuple):
  res = even_ele(test_tuple, lambda x: x % 2 == 0)
  return (res) 
",0.0,295,397,692,1
"Write a function that takes in a list and an element and inserts the element before each element in the list, and returns the resulting list.

def insert_element(list,element):
","def insert_element(list, element):
    result = []
    for item in list:
        result.append(element)
        result.append(item)
    return result
def insert_element(list, element):
    return [element for item in list for _ in (0, 1)] + list
def insert_element(list, element):
    return list(map(lambda x: [element, x], list))
","TypeError: 'list' object is not callable
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 106, in check_solution
    result = self.run_with_timeout(check, 15)
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 74, in run_with_timeout
    raise result[0]  # 重新抛出捕获的异常
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 44, in target
    result.append(func())  # 执行函数并保存结果
  File ""<string>"", line 2, in check
  File ""<string>"", line 10, in insert_element
TypeError: 'list' object is not callable

Solution:
def insert_element(list, element):
    result = []
    for item in list:
        result.append(element)
        result.append(item)
    return result
def insert_element(list, element):
    return [element for item in list for _ in (0, 1)] + list
def insert_element(list, element):
    return list(map(lambda x: [element, x], list))
Test Code:
def check():
    assert insert_element(['Red', 'Green', 'Black'] ,'c')==['c', 'Red', 'c', 'Green', 'c', 'Black']
    assert insert_element(['python', 'java'] ,'program')==['program', 'python', 'program', 'java']
    assert insert_element(['happy', 'sad'] ,'laugh')==['laugh', 'happy', 'laugh', 'sad']

","def insert_element(list,element):
 list = [v for elt in list for v in (element, elt)]
 return list
",0.0,310,296,606,1
"Write a function to find the lateral surface area of a cone given radius r and the height h.
import math
def lateralsurface_cone(r,h):
","def lateralsurface_cone_A(r, h):
    import math
    slant_height = math.sqrt(r ** 2 + h ** 2)
    return math.pi * r * slant_height
def lateralsurface_cone_B(r, h):
    import math
    slant_height = math.sqrt(r ** 2 + h ** 2)
    lateral_surface_area = 0
    for i in range(1):
        lateral_surface_area = math.pi * r * slant_height
    return lateral_surface_area
class Cone:

    def __init__(self, radius, height):
        self.radius = radius
        self.height = height

    def lateral_surface_area(self):
        import math
        slant_height = math.sqrt(self.radius ** 2 + self.height ** 2)
        return math.pi * self.radius * slant_height
def lateralsurface_cone_C(r, h):
    cone = Cone(r, h)
    return cone.lateral_surface_area()
","ValueError: Function lateralsurface_cone is not defined in the solution.
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 97, in check_solution
    raise ValueError(f""Function {entry_point} is not defined in the solution."")
ValueError: Function lateralsurface_cone is not defined in the solution.

Solution:

Test Code:
def check():
    assert lateralsurface_cone(5,12)==204.20352248333654
    assert lateralsurface_cone(10,15)==566.3586699569488
    assert lateralsurface_cone(19,17)==1521.8090132193388

","import math
def lateralsurface_cone(r,h):
  l = math.sqrt(r * r + h * h)
  LSA = math.pi * r  * l
  return LSA
",0.0,307,381,688,1
"Write a function to find minimum of three numbers.

def min_of_three(a,b,c): 
","def min_of_three(a, b, c):
    if a <= b and a <= c:
        return a
    elif b <= a and b <= c:
        return b
    else:
        return c
def min_of_three(a, b, c):
    return min(a, b, c)
def min_of_three(a, b, c):
    numbers = [a, b, c]
    minimum = numbers[0]
    for number in numbers:
        if number < minimum:
            minimum = number
    return minimum
","The solution passed all test cases.
","def min_of_three(a,b,c): 
      if (a <= b) and (a <= c): 
        smallest = a 
      elif (b <= a) and (b <= c): 
        smallest = b 
      else: 
        smallest = c 
      return smallest 
",1.0,294,358,652,1
"Write a function to find the cumulative sum of all the values that are present in the given tuple list.

def cummulative_sum(test_list):
","from functools import reduce
def cumulative_sum(test_list):
    total = 0
    for tup in test_list:
        total += sum(tup)
    return total
def cumulative_sum(test_list):
    return sum((sum(tup) for tup in test_list))
def cumulative_sum(test_list):
    return reduce(lambda acc, tup: acc + sum(tup), test_list, 0)
","ValueError: Function cummulative_sum is not defined in the solution.
Traceback:
Traceback (most recent call last):
  File ""/Users/codiplay/Documents/ustc_workspace/AFlow/benchmarks/mbpp.py"", line 97, in check_solution
    raise ValueError(f""Function {entry_point} is not defined in the solution."")
ValueError: Function cummulative_sum is not defined in the solution.

Solution:
from functools import reduce
Test Code:
def check():
    assert cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30
    assert cummulative_sum([(2, 4), (6, 7, 8), (3, 7)]) == 37
    assert cummulative_sum([(3, 5), (7, 8, 9), (4, 8)]) == 44

","def cummulative_sum(test_list):
  res = sum(map(sum, test_list))
  return (res)
",0.0,304,295,599,1
